Toy_ID,Toy_Name,Priority_Level,Production_Line,Defect_Rate,Materials_Shortage,Elf_Staff,Hours_Worked,Delivery_Deadline,Production_Status,Defective_Units,Units_Produced
76f3995b-9ee7-490c-be60-b16279247bca,Board Game,Low,Line 1,0.16,Yes,David,12,2024-12-18,Complete,3,30
b6f2a585-7e77-4343-b133-0dd04a4c40c4,Board Game,High,Line 4,0.176,Yes,Lauren,12,2024-12-23,Not Started,8,62
9a3aa05c-b842-4f82-a090-f46cb84c28b0,Doll,Low,Line 4,0.004,Yes,Gene,4,2024-12-02,Complete,2,59
88564f48-f3f3-4ffb-82e5-c7804bc7fe4e,RC Car,Medium,Line 3,0.193,Yes,Gregory,8,2024-12-12,Not Started,3,68
b9204334-3175-4b09-8e8f-e43d6cd5d265,Board Game,High,Line 2,0.188,Yes,Maria,1,2024-12-01,In Progress,2,77
0f56ea58-e98a-4343-92d7-b3d1f92364fd,Stuffed Animal,High,Line 1,0.039,Yes,Jose,2,2024-12-01,Not Started,2,14
3060d03f-e369-4b47-8407-3515a0069e4d,Board Game,Medium,Line 2,0.142,Yes,Aaron,6,2024-12-18,Not Started,9,51
81be326c-0f3c-40f6-90af-44200587effc,RC Car,Low,Line 1,0.097,No,Anna,7,2024-12-07,In Progress,8,67
d29587af-ccf0-4334-ab0b-9af14b9571c7,RC Car,Low,Line 2,0.082,No,Nicole,2,2024-12-03,Not Started,10,91
f5bdb04b-f3cf-4841-93f3-a6582e11269b,Train Set,High,Line 2,0.061,No,Nicholas,4,2024-12-16,Complete,2,56
ae1332cf-3fc3-42cf-8580-396d5cef2412,Stuffed Animal,Low,Line 2,0.069,Yes,William,11,2024-12-16,Complete,3,73
ab230c55-76de-4c2c-9a67-be4d05abb10c,RC Car,Low,Line 3,0.015,Yes,Mary,6,2024-12-05,Not Started,3,58
0fcdde17-e687-467a-beca-12d27a16579f,Train Set,Low,Line 3,0.064,Yes,Christine,7,2024-12-23,Not Started,7,23
0dc2c797-1208-49f4-a2ca-c8e6716e541a,Board Game,Low,Line 4,0.032,No,Robert,11,2024-12-13,Not Started,6,13
442fe85e-4090-47c6-b24f-8b48317f0348,RC Car,Medium,Line 1,0.029,Yes,David,11,2024-12-10,Complete,5,55
2cc480ff-da00-41f0-8daa-87c488d37050,Stuffed Animal,High,Line 2,0.121,Yes,Autumn,2,2024-12-07,Not Started,4,64
1963bbac-875f-46dc-9fbc-9c0f12782b73,Puzzle,Medium,Line 3,0.003,Yes,Marc,5,2024-12-07,In Progress,8,68
92a83f10-0ab9-4574-8424-584dda02b9f1,Board Game,Low,Line 2,0.086,No,Jermaine,6,2024-12-22,Not Started,7,45
da81c2f3-37be-4d5f-ac3e-a852a3cd9c4f,Puzzle,Medium,Line 2,0.039,Yes,Christian,7,2024-12-01,In Progress,2,16
2b199198-b315-4ff3-a232-b62e34d88c7f,Action Figure,High,Line 2,0.18,Yes,Bryan,3,2024-12-16,In Progress,7,77
a4f82e7d-8ea1-4582-9e43-2c4ccc0c733b,Action Figure,High,Line 3,0.033,No,Amanda,8,2024-12-23,In Progress,7,88
6b94c520-7cdc-4bb6-ae91-20a7f7954fee,Puzzle,Low,Line 3,0.081,No,Manuel,10,2024-12-10,In Progress,10,25
177bf76f-6a1e-474f-b5aa-e76fab7eaf53,RC Car,Low,Line 2,0.132,Yes,Adam,2,2024-12-20,Not Started,10,60
bf995a69-892c-4021-b659-5c6da442c91b,Action Figure,Medium,Line 1,0.092,Yes,Dawn,4,2024-12-07,Complete,5,48
e7a0338f-0cdb-47f7-a24d-3b68aaf7cf98,Train Set,Low,Line 4,0.084,No,James,7,2024-12-21,Complete,8,78
c1ef431f-c13f-4da0-94de-460ceee33188,RC Car,High,Line 3,0.061,No,Christina,12,2024-12-25,Not Started,3,86
a2c2b010-63b7-44ef-b5be-f1b75a8e3f24,Puzzle,Medium,Line 4,0.195,No,Nathan,2,2024-12-24,Complete,10,70
b4a05037-7b78-4357-b90a-cd08fe97b243,Action Figure,Low,Line 4,0.186,Yes,Robert,11,2024-12-08,In Progress,5,78
32456689-971d-4e8e-866d-3ecea3f8ccf1,Doll,High,Line 3,0.005,Yes,Maria,1,2024-12-20,Complete,4,16
452d5dd5-4f73-47e7-a39d-f6bee0718703,Board Game,High,Line 4,0.137,Yes,Taylor,12,2024-12-10,Complete,3,75
a221a88d-8221-4f8a-947e-3242429bdb25,RC Car,Low,Line 2,0.012,No,Tracy,11,2024-12-10,In Progress,1,77
aa8f7aa5-ab29-46f0-ac4d-0edfc8152fe3,Board Game,Low,Line 2,0.177,Yes,Natalie,2,2024-12-08,In Progress,7,67
c5afa657-b8ab-496d-b2e1-4acc70e74481,Action Figure,Low,Line 3,0.022,No,Lori,5,2024-12-08,Complete,2,39
c254e74e-6613-4604-8ca3-33cea0fa58ff,Action Figure,High,Line 2,0.158,No,Michelle,5,2024-12-24,In Progress,3,80
8e4d0a91-b6ec-405c-9861-b09d0682172a,Puzzle,Low,Line 2,0.017,No,Tyler,4,2024-12-09,Not Started,0,77
6eeb56a2-4c8b-4984-a028-ab04f445c64d,Stuffed Animal,Low,Line 4,0.037,Yes,Christopher,12,2024-12-24,Complete,10,85
c49e1cba-d3c0-447c-97fa-b927efd351ca,Doll,Medium,Line 2,0.061,No,David,4,2024-12-07,Not Started,6,49
765f263c-e523-4a0f-9d4c-4af7d550ffbf,Board Game,Medium,Line 4,0.091,Yes,Benjamin,4,2024-12-11,Complete,1,24
6165180e-0afd-4214-80fe-d08e371a5ae7,Action Figure,Medium,Line 3,0.07,No,William,8,2024-12-01,Not Started,1,95
cd1a6be0-5bcf-4929-b9e3-ff4f502cfb70,Doll,Low,Line 2,0.18,Yes,Lawrence,9,2024-12-13,Not Started,8,100
3b861cf6-269e-4331-b356-f3efdd61abfc,RC Car,High,Line 1,0.138,No,Christopher,9,2024-12-22,Complete,4,36
79a922cd-ff2c-4652-ba18-3bd20057acfb,Train Set,High,Line 1,0.07,Yes,Martha,2,2024-12-03,In Progress,8,21
a2bf4567-625f-4365-a55b-7d6c2303b485,Stuffed Animal,Medium,Line 4,0.102,No,Steven,6,2024-12-25,Complete,7,35
127f56f5-ea3a-4ed0-8d77-db26198c486c,Doll,Low,Line 2,0.087,No,Tina,10,2024-12-10,In Progress,5,63
5748bfeb-015e-4ef2-81d4-226f034b185b,Action Figure,Low,Line 3,0.063,No,Megan,7,2024-12-11,Complete,6,83
856b4ba4-0adc-404f-afdd-3ce9cfdec5ba,Doll,High,Line 2,0.054,No,Sherry,6,2024-12-16,Not Started,10,46
495f0f9a-710f-4949-ace2-dbbae0ed7fe6,Train Set,Low,Line 3,0.05,Yes,Rebecca,7,2024-12-22,Not Started,5,73
811bcc66-ae61-49fc-8cc2-774befddfafd,Board Game,Medium,Line 4,0.015,No,Daniel,11,2024-12-05,In Progress,8,68
6e4d5d9b-770c-429f-acaa-1eb13b6fa931,Board Game,Medium,Line 3,0.12,No,Ricardo,5,2024-12-08,Not Started,8,16
717f6c35-2970-4b3b-878a-732656dc5acd,Train Set,Low,Line 1,0.147,No,Dawn,4,2024-12-24,Not Started,6,44
a46a85fe-27f2-4530-89ef-3753f0f17bb3,Board Game,Low,Line 1,0.049,No,Kenneth,6,2024-12-07,Complete,0,96
a42d677d-f217-4c7e-9925-d6c9c2941331,Action Figure,Medium,Line 4,0.155,No,Patricia,9,2024-12-18,Not Started,7,67
57be7241-8623-4e99-808f-3ece2e772c3d,Action Figure,High,Line 3,0.195,No,Autumn,4,2024-12-13,Complete,2,47
69d94ee9-c0e7-40ce-80cc-ba787ee4a2b3,Board Game,Low,Line 3,0.129,Yes,Patrick,3,2024-12-11,Complete,10,85
ac415ab7-21c7-406b-b1f9-b54920697fd3,Action Figure,Low,Line 3,0.168,No,Kevin,5,2024-12-17,Complete,0,90
7fa4fd63-699d-46ea-8d92-27556adb51ac,RC Car,Low,Line 1,0.184,No,Carl,12,2024-12-10,Complete,0,97
3a9cedf7-9d91-4b9a-8602-e45fab58dd60,RC Car,Medium,Line 2,0.141,Yes,Sandra,3,2024-12-07,In Progress,1,96
e42613fa-7987-44ff-aeb3-ff4cf62d887a,Stuffed Animal,Low,Line 3,0.111,No,Christopher,7,2024-12-06,Not Started,1,53
f926d5ba-4dc3-4b98-a97e-c49caff58218,RC Car,High,Line 4,0.199,No,Melissa,6,2024-12-17,Complete,8,13
2c0addc7-1a20-407e-aae6-c3cf6932dd75,Puzzle,Medium,Line 4,0.118,Yes,Angela,11,2024-12-11,Complete,0,65
bc61cbc9-de45-4e4a-8b17-e813dbb66648,Doll,Medium,Line 4,0.078,Yes,Brittney,1,2024-12-16,Not Started,4,26
90f1b68e-c120-4120-8d09-cc749563f2b9,Board Game,High,Line 1,0.066,No,Samantha,12,2024-12-11,In Progress,3,40
fe1fb945-85d5-4e33-9967-881800f2673b,Puzzle,Low,Line 1,0.162,Yes,Patrick,7,2024-12-25,In Progress,1,85
9aedaf66-9126-495d-a06b-b6f52282e62b,Stuffed Animal,High,Line 1,0.08,No,Kyle,6,2024-12-13,In Progress,4,10
eefa86a4-fe5b-4f54-b01a-c93052dbfbda,Doll,High,Line 4,0.04,Yes,Gregory,4,2024-12-14,In Progress,0,70
50ab52a5-56ff-43f4-822c-5334e78f49ba,Doll,Low,Line 3,0.17,Yes,Jennifer,6,2024-12-05,Complete,5,99
0e27d00f-b9e9-4dda-86d2-79548f1c5fd2,Puzzle,Low,Line 2,0.183,No,Michael,2,2024-12-10,In Progress,9,77
69423ba9-8efb-4d66-9915-5c8c309cee44,Board Game,Low,Line 3,0.112,Yes,Louis,7,2024-12-19,Complete,1,31
7f983276-4035-4413-9dfe-46651962d80c,Puzzle,High,Line 2,0.172,Yes,Brandy,12,2024-12-03,Complete,10,97
a3e4449e-417a-4407-8b9a-e8946e357f36,Puzzle,Medium,Line 3,0.127,No,Diane,12,2024-12-22,Complete,0,94
063dc433-87c6-4687-940b-ecf7b4e301d4,Stuffed Animal,Medium,Line 3,0.179,No,Susan,2,2024-12-22,In Progress,4,34
3b591f9c-ec8f-4eee-af88-c7fa257f015c,Train Set,Medium,Line 4,0.021,No,Kristen,12,2024-12-14,In Progress,3,80
784dffd2-2aba-4aaa-a118-77fa5ac5cfc0,Board Game,Medium,Line 1,0.03,No,April,7,2024-12-17,Complete,8,45
688f16d3-42e8-47dd-8090-0cb84d053349,RC Car,Medium,Line 1,0.033,No,Tammy,8,2024-12-25,In Progress,6,71
533ec42f-e579-46e6-862d-882b1d13dab5,Doll,Low,Line 1,0.076,Yes,Sharon,5,2024-12-12,Not Started,8,33
e64b93ef-30c4-464b-8a66-3a89f7af4f7f,Board Game,Medium,Line 2,0.035,No,Scott,9,2024-12-01,Complete,7,63
54f0ddd8-2f3e-4d3b-899e-01c6d91e4b19,Action Figure,High,Line 3,0.084,No,James,12,2024-12-12,Complete,0,58
4a9f06fb-46d2-4ba1-8316-41a9bfd41fac,Doll,High,Line 2,0.017,Yes,Justin,1,2024-12-13,Not Started,5,81
3503fff1-649b-4cb0-8a89-bd9eb4d27455,Stuffed Animal,Low,Line 1,0.089,Yes,Gwendolyn,5,2024-12-17,Complete,1,51
477e8ffb-50e6-497b-848d-e4c4acd8bf87,RC Car,High,Line 2,0.146,No,Daniel,8,2024-12-09,Complete,7,17
5ccff09c-bf5c-474d-be7a-0be1910e6fca,Train Set,High,Line 4,0.005,Yes,Dennis,7,2024-12-18,Complete,8,71
2a62c818-3d76-47a2-81c8-7847f98b7723,Train Set,Low,Line 3,0.132,No,Hannah,8,2024-12-19,Not Started,0,10
af25b5e9-d478-432d-bdac-ead80ee90489,Puzzle,High,Line 4,0.01,No,Eric,10,2024-12-11,Complete,6,37
db34df83-8afb-4e63-8750-ae2b5061c6cb,RC Car,Medium,Line 4,0.178,Yes,Pamela,5,2024-12-25,Not Started,8,79
f7aad16b-8b99-4b5e-8a46-e8e5ee57bb3a,RC Car,High,Line 3,0.133,No,Beth,8,2024-12-12,Not Started,9,58
d62cb4ca-d232-4461-9a13-f291dbcfa201,Stuffed Animal,Low,Line 1,0.035,Yes,Melissa,1,2024-12-05,Not Started,4,70
8db3354f-1c22-4fc5-9850-1565c5c63f17,Train Set,Medium,Line 2,0.191,Yes,Kimberly,2,2024-12-12,Not Started,5,32
ef41a926-467f-4283-b67e-561710a4580a,RC Car,Low,Line 2,0.166,Yes,Justin,5,2024-12-04,In Progress,9,39
ce1153b8-7cbb-45d1-a76f-82a8503d5e5a,RC Car,Low,Line 1,0.053,No,Joshua,11,2024-12-02,Complete,7,36
a29c9917-3ed5-488b-8941-6a2ecf1608fc,Action Figure,Low,Line 3,0.04,No,Kenneth,10,2024-12-10,Complete,8,42
1ff61371-64e4-4d9a-884f-6eca3aef62d7,Board Game,High,Line 4,0.036,No,Wayne,1,2024-12-10,In Progress,0,24
1a3c9654-f6f6-4d6f-8eb8-721957beaf1f,Train Set,Medium,Line 3,0.085,No,Jeffrey,9,2024-12-22,Complete,5,94
cd1d5820-6f9d-4d7a-b5f6-73b7c897bd76,Stuffed Animal,Medium,Line 3,0.085,No,Frank,10,2024-12-04,In Progress,8,30
2e5c8b0c-0549-440b-9c45-d51ad11dcf1c,Action Figure,High,Line 4,0.147,No,Stephen,10,2024-12-01,Complete,3,92
117dc233-47ef-47f2-9ac0-c878f43dff18,Puzzle,High,Line 1,0.085,Yes,Amber,8,2024-12-03,Not Started,7,62
0b41857f-6edb-43ce-88bc-45c37f5f13d6,Puzzle,Low,Line 1,0.18,No,Vicki,9,2024-12-15,Not Started,5,28
98d7ee86-a054-4b84-9dd4-9ca16f935365,Train Set,High,Line 1,0.151,No,Joseph,6,2024-12-20,Not Started,4,98
f0b53a61-44b8-4ee3-8a63-28ee719f499e,Action Figure,Medium,Line 1,0.15,Yes,Laura,4,2024-12-16,In Progress,5,21
a8e6d0f7-a0a9-4c5a-a557-30b4b7ff15b0,Train Set,Low,Line 3,0.09,Yes,Lori,7,2024-12-18,Not Started,4,84
17521c66-831b-4ec5-ba5f-cfb047a218e0,Train Set,High,Line 2,0.142,No,Laura,8,2024-12-25,Complete,0,49
75ab26ac-bafc-4d38-b0aa-37d8b6165aff,Board Game,Low,Line 4,0.031,Yes,Charles,3,2024-12-09,In Progress,2,45
a2ac5355-6435-4f61-a867-9d8438f46341,Board Game,Low,Line 3,0.059,No,Stephen,5,2024-12-17,Complete,9,63
8a4a2e32-913e-4add-ac65-fec11aa85e97,Puzzle,High,Line 4,0.179,No,Sara,6,2024-12-20,Not Started,0,19
826a852e-10a3-42a4-90c2-5d3c9da5a407,Train Set,Low,Line 2,0.003,Yes,Kathleen,4,2024-12-19,In Progress,2,56
cbac49ee-4ac4-4334-af61-cc2d710839b2,Puzzle,Low,Line 1,0.123,Yes,Eric,11,2024-12-06,Not Started,3,45
97c428e2-ef47-42ad-8802-877ff9f673ee,Board Game,Low,Line 4,0.132,Yes,Bradley,6,2024-12-12,Not Started,1,83
a349c7ac-6249-487a-b85f-de84cab6e8c6,Board Game,Medium,Line 1,0.024,No,Holly,10,2024-12-01,In Progress,9,85
c7d6af8c-c007-47b2-88bb-a7e38d85a1eb,Train Set,Medium,Line 1,0.134,Yes,David,11,2024-12-19,Not Started,10,35
472fc33b-4611-4b8e-99b9-e92310015b15,Action Figure,High,Line 2,0.057,No,Monique,3,2024-12-22,In Progress,4,82
2ff11ea5-8a2b-4775-9e67-77b89c6e1086,Stuffed Animal,Low,Line 1,0.023,No,Laura,5,2024-12-10,In Progress,8,52
803bae82-4050-454f-997e-96c8fb588def,Action Figure,Low,Line 2,0.089,No,Mary,1,2024-12-23,Not Started,6,42
6a66765e-fe4d-4850-becc-4935d57a89bc,Puzzle,Low,Line 4,0.035,No,Ryan,4,2024-12-20,Complete,6,13
90849723-0b2f-48be-86e5-ae5a257ef618,Stuffed Animal,Medium,Line 2,0.183,No,Julie,5,2024-12-13,Not Started,0,40
ac2af4ec-72b0-42d0-ab81-c3f86053ce2e,RC Car,High,Line 4,0.101,Yes,Jason,2,2024-12-24,Not Started,8,57
e7824be4-f775-4d2b-9a54-ee525e99a5b3,Board Game,Low,Line 1,0.131,No,Alicia,1,2024-12-03,Not Started,7,68
35d8396b-33ef-4465-989e-1196e7d2e6c8,RC Car,Low,Line 1,0.139,No,Jennifer,8,2024-12-06,Not Started,3,69
cb168260-0367-41cb-bdf2-dc724b15cf42,Doll,High,Line 2,0.114,No,Sabrina,11,2024-12-10,Complete,9,54
ed501ac2-b532-43ae-b519-8c94ea9702bf,RC Car,Medium,Line 1,0.107,No,Amanda,8,2024-12-11,In Progress,10,68
05e70caf-2e76-4356-875f-1b8e458fe0ab,Puzzle,Low,Line 3,0.157,Yes,Christopher,3,2024-12-07,Complete,10,42
2413b05a-8e1f-4f1a-a58f-6881abf43328,Board Game,Medium,Line 1,0.139,No,Travis,4,2024-12-09,Not Started,6,19
00e7e807-946f-4294-860f-c0f4a3854c56,Stuffed Animal,Low,Line 3,0.113,No,Victor,11,2024-12-12,Complete,8,91
cc98d1b7-33b7-4a31-927b-f4dc36ec3dfc,Stuffed Animal,Low,Line 3,0.047,Yes,Kara,5,2024-12-08,Not Started,2,14
e1f03556-0db9-4ef2-b7b0-17988bb95854,Train Set,Medium,Line 2,0.003,No,Heather,4,2024-12-16,In Progress,1,33
63475b19-c50b-4ed8-b0a5-a7caad95e4d9,Action Figure,Low,Line 3,0.181,Yes,Kathryn,4,2024-12-25,Complete,2,61
b296214a-e032-423c-9493-36bbd363f2ff,Board Game,High,Line 3,0.118,Yes,Kathleen,11,2024-12-07,In Progress,5,13
3cf8e1d8-1796-4d57-aa7a-ef4ac2b2d415,Puzzle,Low,Line 3,0.139,No,James,4,2024-12-18,Complete,1,20
c3a81417-2c9e-46b0-b9f4-86948c2d4222,RC Car,Medium,Line 4,0.183,No,Jamie,10,2024-12-16,In Progress,2,46
caf3c60a-3887-4014-bcdd-ae486485f13b,RC Car,Medium,Line 1,0.151,Yes,Amanda,2,2024-12-21,Complete,8,87
e1ff38a8-48f6-457b-9752-94171a352e19,RC Car,Medium,Line 4,0.148,Yes,Ronnie,2,2024-12-11,In Progress,8,26
90ab0e82-2ad2-426e-a03e-b7dfcf2679b8,Action Figure,Medium,Line 3,0.157,Yes,Nancy,11,2024-12-21,Complete,6,11
a2cfad9a-14f1-472e-8806-f39739de8ec4,RC Car,High,Line 1,0.196,Yes,Benjamin,5,2024-12-18,In Progress,1,27
8a67f0d3-6951-4f51-a0dc-4bfb5aeaf05e,RC Car,High,Line 3,0.008,No,April,12,2024-12-14,Complete,8,51
6fe79472-3e6f-4a1e-a7e0-24e2573560e3,Doll,Low,Line 2,0.037,Yes,Jennifer,11,2024-12-22,In Progress,6,88
96c7e833-dcac-422b-823f-023c8a13a02f,Action Figure,Low,Line 4,0.17,No,Connor,3,2024-12-25,Complete,3,58
2a33613d-0eff-415d-a4a7-20f3acbcd893,Train Set,High,Line 4,0.032,Yes,Sharon,5,2024-12-04,Complete,4,33
32593019-dd9d-42a2-87d1-06f2004b8e41,Puzzle,Low,Line 4,0.102,Yes,Brandi,3,2024-12-12,In Progress,5,14
25fa52c5-3a52-4d3a-b288-8deef99a1587,Action Figure,Medium,Line 4,0.037,Yes,David,7,2024-12-17,In Progress,5,91
8839cae8-dba4-4658-8861-e0aeec9bf52b,Board Game,Medium,Line 2,0.144,Yes,David,10,2024-12-24,In Progress,4,23
3ab19cac-5780-4cb5-b62d-36c6e20cff7a,Board Game,Medium,Line 4,0.008,Yes,Mark,6,2024-12-07,Not Started,0,65
7b610d52-c07a-4e74-ab5a-cb672cf4bf55,Train Set,Low,Line 2,0.146,No,Madeline,12,2024-12-18,In Progress,2,46
a07dc476-a8ca-451f-8931-b5bb91433d93,Puzzle,Low,Line 4,0.064,No,Deborah,3,2024-12-14,Complete,4,15
9e5d8a6d-2d4f-407e-a3d5-b87df054d50e,Stuffed Animal,Medium,Line 3,0.005,No,Laura,3,2024-12-07,Not Started,6,48
61b3c088-d513-40b3-918d-e145b42c624c,RC Car,High,Line 3,0.002,No,Kevin,7,2024-12-14,In Progress,3,51
9213401a-f5e1-4332-aa34-51f49593230b,Board Game,High,Line 2,0.092,No,Preston,3,2024-12-20,In Progress,8,96
e15bc7b6-193e-4276-bdb0-860e61c1e543,RC Car,Medium,Line 2,0.051,No,Dawn,1,2024-12-23,Not Started,6,29
11177438-a133-4d7c-96e0-7339b3eba596,Doll,Low,Line 4,0.012,No,Andrea,4,2024-12-19,In Progress,5,41
0c8f6f74-26ac-4bde-ac1c-12b244319a42,Doll,Low,Line 3,0.017,No,James,10,2024-12-03,Not Started,5,91
8e6ef6a6-d6fc-4907-97d6-e2ac4fc5c02e,Stuffed Animal,High,Line 3,0.007,Yes,Paul,8,2024-12-23,In Progress,10,34
71e0dae0-a4dd-4fdd-b9b0-b1aef81aa29f,Doll,High,Line 2,0.091,No,Deborah,6,2024-12-13,Complete,9,76
9f1bb3d7-8293-4e92-890d-bea95d52037f,Doll,Medium,Line 4,0.198,Yes,Amber,3,2024-12-07,Complete,5,90
f69b4d30-2eb9-4062-965b-00d07c812ee0,Action Figure,Medium,Line 1,0.116,Yes,Jermaine,5,2024-12-14,In Progress,2,59
8cb93070-c2a6-41c9-9a3b-666a0f72292b,Puzzle,Medium,Line 3,0.199,Yes,Alyssa,10,2024-12-03,Complete,2,95
4d808382-d854-41ef-9d6f-a0118deca65a,Stuffed Animal,Medium,Line 2,0.084,Yes,Jeffrey,5,2024-12-22,Not Started,8,46
23c21550-e660-47cb-9ecc-b5bbac2df23c,Board Game,High,Line 3,0.073,Yes,Jamie,12,2024-12-18,In Progress,8,28
a2e6092c-969d-4da1-8398-ca54e83c967a,Stuffed Animal,Medium,Line 3,0.009,No,Andrew,4,2024-12-22,In Progress,0,31
92485f9b-65ce-43ca-9417-020f0ee423a1,Action Figure,Medium,Line 1,0.077,Yes,Sean,6,2024-12-17,Complete,4,14
dc7d5c8e-dc7d-4057-84ef-352251a643fa,Board Game,Low,Line 4,0.176,Yes,Mark,3,2024-12-22,In Progress,2,27
5f25a46d-c0fb-46ed-acb7-5e0c071122b1,Action Figure,Low,Line 2,0.127,Yes,Traci,2,2024-12-01,In Progress,7,39
269caa05-cdfa-4a20-8ef8-719b58822ad0,RC Car,Low,Line 1,0.113,No,Justin,2,2024-12-04,In Progress,3,24
81f913b8-d771-4fdb-9436-8bdc05337b48,Doll,High,Line 3,0.099,Yes,Eric,10,2024-12-22,In Progress,3,63
b0b17c8f-507a-4f5d-8d8b-060d05d72b7f,Action Figure,Low,Line 3,0.072,Yes,Barry,12,2024-12-19,In Progress,7,12
2f540c60-359c-43e4-9fbb-4abbad34bb43,Train Set,Low,Line 3,0.147,Yes,Jonathan,2,2024-12-23,In Progress,3,34
bd7dd273-3400-4289-8b69-526187842b94,Doll,Low,Line 4,0.064,No,Martha,12,2024-12-05,In Progress,9,79
531f6f5c-dcd1-44c2-bf54-ffa85857930a,Puzzle,High,Line 1,0.082,Yes,Joseph,1,2024-12-03,In Progress,1,57
a95e860d-44f4-4641-93d0-ce0a275dad8a,Board Game,Medium,Line 4,0.123,No,Brian,3,2024-12-11,Not Started,0,35
4889d46b-e745-41fa-a612-8557b8d1212b,Puzzle,Medium,Line 4,0.151,Yes,Ryan,1,2024-12-04,In Progress,2,80
fb6c4c51-5622-4cb4-819a-b38f7cb46a4a,Action Figure,Low,Line 1,0.064,Yes,Rachel,10,2024-12-20,Complete,3,75
213801e8-8a0f-4a01-b57c-49400c4da7a7,Doll,Medium,Line 2,0.004,Yes,Peter,6,2024-12-16,In Progress,3,69
2dd4351b-691c-443b-8c77-e2babc2b273c,Puzzle,Low,Line 1,0.066,Yes,Douglas,3,2024-12-16,Complete,10,35
36acec93-b623-4070-97d3-21f3a1a217e8,Stuffed Animal,Medium,Line 4,0.079,No,Catherine,12,2024-12-16,In Progress,9,47
a8f6fd53-bc92-4928-921f-94c3a4f59241,Action Figure,High,Line 3,0.052,Yes,Brenda,8,2024-12-02,Complete,2,31
4ac5833b-a624-4aa3-a049-2f5c77c75ba8,Board Game,Low,Line 2,0.179,Yes,James,4,2024-12-22,Complete,8,18
cfaad595-6469-4bb4-90a0-f7f3e5521b15,Train Set,Medium,Line 4,0.129,Yes,Johnny,3,2024-12-21,Not Started,8,21
376cc29f-7634-4c75-9be0-0dce3764663c,Puzzle,High,Line 1,0.095,Yes,Brandon,2,2024-12-07,Not Started,5,29
64d3d818-6eeb-418c-8bee-85089b244ebc,Train Set,Medium,Line 4,0.167,Yes,Katherine,5,2024-12-16,In Progress,0,10
9fee1232-c093-4094-86a1-9578299c4fef,Train Set,High,Line 4,0.139,Yes,Katherine,5,2024-12-08,Not Started,0,46
bc90071f-c837-4832-9837-4905b28e48e6,Puzzle,Medium,Line 1,0.09,Yes,Maria,8,2024-12-01,In Progress,8,43
45ca02f3-65a1-4abd-818e-88a5161d19b1,Stuffed Animal,Low,Line 2,0.09,Yes,John,4,2024-12-12,Complete,1,57
10702e63-2126-4a89-ab32-92f4d305a0c1,Board Game,Low,Line 2,0.182,No,Angela,1,2024-12-20,Complete,6,34
d74761bf-534d-42fe-8147-7478277722dd,Doll,High,Line 4,0.018,No,John,2,2024-12-17,In Progress,9,11
b194635a-5fc4-48ca-b159-7ca55578a6c9,Action Figure,Low,Line 2,0.174,Yes,Yvette,4,2024-12-12,In Progress,1,98
ab894e11-4f67-4bcd-95e1-dd36f83850cc,Action Figure,High,Line 4,0.05,Yes,Kelli,11,2024-12-25,Not Started,6,32
cdb5ed37-9294-4b5a-8628-e2f0112ba3f2,Train Set,Low,Line 2,0.088,Yes,Nicole,3,2024-12-05,Not Started,1,11
fa18855b-a5bf-46dd-af10-70d716898c6e,RC Car,High,Line 2,0.185,No,Renee,5,2024-12-06,Not Started,5,50
ace56cab-18cf-4389-8e23-2059b3638204,Action Figure,Low,Line 3,0.006,Yes,Jesus,11,2024-12-05,In Progress,7,29
332e36f2-c20e-439b-b6bb-54357fba5d41,RC Car,Medium,Line 2,0.003,No,Christine,9,2024-12-11,Complete,7,41
21a77fa9-7f1d-4164-a20f-2a11149cf419,Puzzle,Low,Line 4,0.149,Yes,Kathryn,2,2024-12-08,Complete,1,47
4ba8a11b-2251-443e-a3ac-8d2d1e191df6,Puzzle,High,Line 4,0.017,No,Howard,5,2024-12-13,Complete,7,51
2967821e-081d-46d3-a74a-63fd212638f6,Action Figure,Low,Line 4,0.16,Yes,Michael,7,2024-12-07,In Progress,9,75
e435452a-cc06-46ee-a6ec-a3fe2dd77ad5,Puzzle,High,Line 3,0.084,No,Laura,11,2024-12-25,Complete,0,57
77a146fa-6bab-4369-bfa1-a5dbfe99225e,RC Car,Low,Line 3,0.145,No,Kimberly,12,2024-12-11,Not Started,0,43
fb7d0813-fdd0-4649-a179-f66ff1da0dab,Doll,Medium,Line 4,0.048,Yes,Stephanie,11,2024-12-04,Complete,7,54
8d60750c-172e-4f83-bf44-235242a27d82,Puzzle,High,Line 2,0.177,Yes,William,6,2024-12-09,In Progress,9,35
ff016754-7537-43e3-869d-9723f2923773,Doll,Medium,Line 1,0.144,Yes,Jason,4,2024-12-15,In Progress,9,94
3d74c3d9-23de-45fa-b63d-68e2a31d5b20,Train Set,Medium,Line 4,0.134,Yes,Alexander,5,2024-12-18,Complete,7,61
b9c0a803-1bdf-4124-bb3e-09beae39bd98,Doll,Medium,Line 1,0.106,No,Dawn,2,2024-12-03,Complete,1,95
ac2c0876-5de8-4d72-93d2-2a557b07d46d,RC Car,Medium,Line 1,0.03,No,Phillip,5,2024-12-10,In Progress,6,72
e6663fe0-395d-40e4-9ce5-8dd1d430c551,Train Set,Medium,Line 1,0.191,No,David,9,2024-12-11,Not Started,8,69
